,,,,
Ch. 1,1,1, ,
,2,2, ,
,3,3, ,
,4,4, ,
,5,5, ,
,6,6, ,
,7,7, ,
,8,8, ,
,9,9, ,
,10,10, ,
,11,11, ,
,12,12, ,
,13,13, ,
,14,14, ,
,15,15, ,
,16,16, ,
,17,17, ,
,18,18, ,
,19,19, ,
,20,20, ,
,21,21, ,
,22,22, ,
,23,23, ,
,24,24, ,
,25,25, ,
,26,26, ,
,27,27, ,
,28,28, ,
,29,29, ,
,30,30, ,
,31,31, ,
,32,32, ,
Ch. 2,1,33, ,
,2,34, ,
,3,35, ,
,4,36, ,
,5,37, ,
,6,38, ,
,7,39, ,
,8,40, ,
,9,41, ,
,10,42, ,
,11,43, ,
,12,44, ,
,13,45, ,
,14,46, ,
,15,47, ,
,16,48, ,
,17,49, ,
,18,50, ,
,19,51, ,
,20,52, ,
,21,53, ,
,22,54, ,
,23,55, ,
,24,56, ,
,25,57, ,
,26,58, ,
,27,59, ,
,28,60, ,
,29,61, ,
Chatper 3,1,62, ,
,2,63, ,
,3,64, ,
,4,65,be,1
,5,66, ,
,6,67, ,
,7,68, ,
,8,69, ,
,9,70, ,
,10,71, ,
,11,72, ,
,12,73, ,
,13,74, ,
,14,75, ,
,15,76, ,
,16,77, ,
,17,78, ,
,18,79, ,
,19,80, ,
,20,81, ,
,21,82, ,
,22,83, ,
,23,84, ,
,24,85, ,
,25,86, ,
,26,87, ,
,27,88, ,
,28,89, ,
,29,90, ,
,30,91, ,
,31,92, ,
Ch. 4,1,93, ,
,2,94, ,
,3,95, ,
,4,96, ,
,5,97, ,
,6,98, ,
,7,99, ,
,8,100, ,
,9,101, ,
,10,102, ,
,11,103, ,
,12,104, ,
,13,105, ,
,14,106, ,
,15,107, ,
,16,108, ,
,17,109, ,
,18,110, ,
,19,111, ,
,20,112, ,
,21,113, ,
,22,114, ,
,23,115, ,
,24,116, ,
,25,117, ,
Ch. 5,1,118, ,
,2,119, ,
,3,120, ,
,4,121, ,
,5,122, ,
,6,123, ,
,7,124, ,
,8,125, ,
,9,126, ,
,10,127, ,
,11,128, ,
,12,129, ,
,13,130, ,
,14,131, ,
,15,132, ,
,16,133, ,
,17,134, ,
,18,135, ,
,19,136, ,
,20,137, ,
,21,138, ,
Ch. 6,1,139, ,
,2,140, ,
,3,141, ,
,4,142, ,
,5,143, ,
,6,144, ,
,7,145, ,
,8,146, ,
,9,147, ,
,10,148, ,
,11,149,consider,1
,12,150,reign,1
,13,151,"present, present",2
,14,152, ,
,15,153, ,
,16,154, ,
,17,155, ,
,18,156, ,
,19,157,present ,1
,20,158, ,
,21,159, ,
,22,160, ,
,23,161, ,
Ch. 7,1,162, ,
,2,163, ,
,3,164, ,
,4,165, ,
,5,166, ,
,6,167, ,
,7,168, ,
,8,169, ,
,9,170, ,
,10,171, ,
,11,172, ,
,12,173, ,
,13,174, ,
,14,175, ,
,15,176, ,
,16,177, ,
,17,178, ,
,18,179, ,
,19,180, ,
,20,181, ,
,21,182, ,
,22,183, ,
,23,184, ,
,24,185, ,
,25,186, ,
Ch. 8,1,187, ,
,2,188, ,
,3,189, ,
,4,190, ,
,5,191, ,
,6,192, ,
,7,193, ,
,8,194, ,
,9,195, ,
,10,196, ,
,11,197, ,
,12,198, ,
,13,199, ,
,14,200, ,
,15,201, ,
,16,202, ,
,17,203, ,
,18,204, ,
,19,205, ,
,20,206, ,
,21,207, ,
,22,208, ,
,23,209, ,
,24,210, ,
,25,211, ,
,26,212, ,
,27,213, ,
,28,214, ,
,29,215, ,
,30,216, ,
,31,217, ,
,32,218, ,
,33,219, ,
,34,220, ,
,35,221, ,
,36,222, ,
,37,223, ,
,38,224, ,
,39,225, ,
Ch. 9,1,226, ,
,2,227, ,
,3,228, ,
,4,229, ,
,5,230, ,
,6,231, ,
,7,232, ,
,8,233, ,
,9,234, ,
,10,235, ,
,11,236, ,
,12,237, ,
,13,238, ,
,14,239, ,
,15,240, ,
,16,241, ,
,17,242, ,
,18,243, ,
,19,244, ,
,20,245, ,
,21,246, ,
,22,247, ,
,23,248, ,
,24,249, ,
,25,250, ,
,26,251, ,
,27,252, ,
,28,253, ,
,29,254, ,
,30,255, ,
,31,256, ,
,32,257, ,
,33,258,Behold,1
Ch. 10,1,259, ,
,2,260, ,
,3,261, ,
,4,262, ,
,5,263, ,
,6,264, ,
,7,265, ,
,8,266, ,
,9,267, ,
,10,268, ,
,11,269, ,
,12,270, ,
,13,271, ,
,14,272, ,
,15,273, ,
,16,274, ,
,17,275, ,
,18,276, ,
,19,277, ,
,20,278, ,
,21,279, ,
Ch. 11,1,280, ,
,2,281, ,
,3,282, ,
,4,283, ,
,5,284, ,
,6,285, ,
,7,286, ,
,8,287, ,
,9,288,become,1
,10,289,"darkened, bend",2
,11,290, ,
,12,291, ,
,13,292, ,
,14,293, ,
,15,294, ,
,16,295, ,
,17,296, ,
,18,297,arrogant,1
,19,298, ,
,20,299,"become proud, fear",2
,21,300, ,
,22,301,Note,1
,23,302, ,
,24,303, ,
,25,304, ,
,26,305, ,
,27,306, ,
,28,307, ,
,29,308, ,
,30,309, ,
,31,310, ,
,32,311, ,
,33,312, ,
,34,313, ,
,35,314, ,
,36,315, ,
Ch. 12,1,316, ,
,2,317,"conformed, transformed",2
,3,318, ,
,4,319, ,
,5,320, ,
,6,321, ,
,7,322, ,
,8,323, ,
,9,324, ,
,10,325, ,
,11,326, ,
,12,327, ,
,13,328, ,
,14,329,"Bless, bless, curse",3
,15,330, ,
,16,331,be wise,1
,17,332, ,
,18,333, ,
,19,334,leave,1
,20,335,"feed, drink",2
,21,336,"overcome, overcome",2
Ch. 13,1,337,subject,1
,2,338, ,
,3,339,do,1
,4,340,afraid,1
,5,341, ,
,6,342, ,
,7,343,Pay,1
,8,344,Owe,1
,9,345, ,
,10,346, ,
,11,347, ,
,12,348, ,
,13,349, ,
,14,350,"put, make",2
Ch. 14,1,351,welcome,1
,2,352, ,
,3,353,"despise, judgement",2
,4,354, ,
,5,355,convinced,1
,6,356, ,
,7,357, ,
,8,358, ,
,9,359, ,
,10,360, ,
,11,361, ,
,12,362, ,
,13,363,decide,1
,14,364, ,
,15,365,destroy,1
,16,366,spoken,1
,17,367, ,
,18,368, ,
,19,369, ,
,20,370,destroy,1
,21,371, ,
,22,372,keep,1
,23,373, ,
Ch. 15,1,374, ,
,2,375,please,1
,3,376, ,
,4,377, ,
,5,378, ,
,6,379, ,
,7,380,welcome,1
,8,381, ,
,9,382, ,
,10,383,Rejoice,1
,11,384,"Praise, extol",2
,12,385, ,
,13,386, ,
,14,387, ,
,15,388, ,
,16,389, ,
,17,390, ,
,18,391, ,
,19,392, ,
,20,393, ,
,21,394, ,
,22,395, ,
,23,396, ,
,24,397, ,
,25,398, ,
,26,399, ,
,27,400, ,
,28,401, ,
,29,402, ,
,30,403, ,
,31,404, ,
,32,405, ,
,33,406, ,
Ch. 16,1,407, ,
,2,408, ,
,3,409,Greet,1
,4,410, ,
,5,411,Greet,1
,6,412,Greet,1
,7,413,Greet,1
,8,414,Greet,1
,9,415,Greet,1
,10,416,Greet,2
,11,417,Greet,2
,12,418,Greet,2
,13,419,Greet,1
,14,420,Greet,1
,15,421,Greet,1
,16,422,Greet,1
,17,423,avoid,1
,18,424, ,
,19,425, ,
,20,426, ,
,21,427, ,
,22,428, ,
,23,429, ,
,24,430, ,
,25,431, ,
,26,432, ,
,27,433, ,